sctid,fsn/term,pt/term,conceptId,batch
,Structure of vault of skull (body structure),Calvaria,10927008,anatomical structures
,Cranial cavity structure (body structure),Cranial cavity,1101003,anatomical structures
,Bony orbit structure (body structure),Bones of orbit,110528008,anatomical structures
,Structure of gastric vein (body structure),Gastric vein,110568007,anatomical structures
,Parathyroid structure (body structure),Parathyroid,111002,anatomical structures
,Structure of atrioventricular valve (body structure),Atrioventricular valve,11124005,anatomical structures
,Structure of right thigh (body structure),Right thigh,11207009,anatomical structures
,Skeletal system structure (body structure),Skeletal system,113192009,anatomical structures
,Bone structure of rib (body structure),Bone structure of rib,113197003,anatomical structures
,Bone structure of shaft of fibula (body structure),Bone structure of shaft of fibula,113224005,anatomical structures
,Symphysis structure of mandible (body structure),Symphysis mentalis,113236004,anatomical structures
,Carpometacarpal joint structure (body structure),Carpometacarpal joint,113237008,anatomical structures
,Structure of cardiovascular system (body structure),Cardiovascular structure,113257007,anatomical structures
,Structure of annulus fibrosus of tricuspid orifice (body structure),Anulus fibrosus of tricuspid orifice,113259005,anatomical structures
,Thoracic aorta structure (body structure),Thoracic aorta,113262008,anatomical structures
,Structure of external iliac artery (body structure),External iliac artery,113269004,anatomical structures
,Structure of left femoral artery (body structure),Left femoral artery,113270003,anatomical structures
,Intestinal structure (body structure),Bowel,113276009,anatomical structures
,Structure of endocrine system (body structure),Endocrine structure,113331007,anatomical structures
,Structure of vertebral column region (body structure),Spinal column region,1141981001,anatomical structures
,Structure of cervical vertebral column region (body structure),Cervical vertebral column region,1141983003,anatomical structures
,Structure of lumbar vertebral column region (body structure),Lumbar spinal column region,1141985005,anatomical structures
,Structure of thoracic vertebral column region (body structure),Structure of thoracic vertebral column region,1141986006,anatomical structures
,Structure of sacral vertebral column region (body structure),Structure of sacral vertebral column region,1144746008,anatomical structures
,Structure of cervicothoracic junction of vertebral column (body structure),Structure of cervicothoracic junction of vertebral column,1145011002,anatomical structures
,Structure of lumbosacral junction of vertebral column (body structure),Structure of inter-regional junction of lumbosacral vertebral column,1145012009,anatomical structures
,Structure of thoracolumbar junction of vertebral column (body structure),Structure of inter-regional junction of thoracolumbar vertebral column,1145014005,anatomical structures
,Structure of ganglion impar (body structure),Ganglion impar,11469007,anatomical structures
,Bone structure of wrist region (body structure),Bone structure of wrist region,1148421004,anatomical structures
,Structure of coccygeal vertebral column region (body structure),Structure of coccygeal vertebral column region,1148795003,anatomical structures
,Structure of cervicothoracic junction region of back (body structure),Structure of cervicothoracic junction region of back,1148984001,anatomical structures
,Structure of thoracic spinal canal (body structure),Dorsal spinal canal,11537001,anatomical structures
,All teeth (body structure),All teeth,1162715001,anatomical structures
,Structure of sentinel lymph node (body structure),Sentinel lymph node,1163303005,anatomical structures
,Structure of artery of pelvic region (body structure),Artery of pelvic region,116373007,anatomical structures
,Structure of hindfoot (body structure),Hindfoot,116668006,anatomical structures
,Structure of odontoid process of axis (body structure),Dens axis,1172006,anatomical structures
,Ear structure (body structure),Ear,117590005,anatomical structures
,Structure of artery of thorax (body structure),Artery of thorax,118633002,anatomical structures
,Structure of artery of abdomen (body structure),Abdominal artery,118634008,anatomical structures
,Structure of innominate bone and/or sacrum and/or coccyx (body structure),Bone of pelvis,118645006,anatomical structures
,Structure of soft tissue of external ear (body structure),Structure of soft tissue of external ear,1186632003,anatomical structures
,Structure of soft tissue of breast (body structure),Structure of soft tissue of breast,1186636000,anatomical structures
,Structure of thoracodorsal artery (body structure),Structure of thoracodorsal artery,1187157002,anatomical structures
,Structure of artery of head (body structure),Arterial structure of head,119567009,anatomical structures
,Structure of artery of neck (body structure),Artery of neck,119568004,anatomical structures
,Structure of left adrenal gland (body structure),Left adrenal gland,12003004,anatomical structures
,Internal jugular vein structure (body structure),Internal jugular vein,12123001,anatomical structures
,Structure of accessory saphenous vein (body structure),Accessory saphenous vein,12225004,anatomical structures
,Structure of joint of toe (body structure),Joint of toe,122477008,anatomical structures
,Urinary system structure (body structure),Urinary system,122489005,anatomical structures
,Structure of cervical vertebral column (body structure),Cervical spinal column,122494005,anatomical structures
,Structure of thoracic vertebral column (body structure),Structure of thoracic vertebral column,122495006,anatomical structures
,Structure of lumbar vertebral column (body structure),Lumbar spine,122496007,anatomical structures
,Structure of vein of lower limb (body structure),Structure of vein of lower extremity,122774002,anatomical structures
,Structure of vein of upper limb (body structure),Structure of vein of upper extremity,122775001,anatomical structures
,Structure of intra-abdominal artery (body structure),Intra-abdominal artery,122860000,anatomical structures
,Gastrointestinal tract structure (body structure),Gastrointestinal tract,122865005,anatomical structures
,Structure of vein of pulmonary circulation (body structure),Pulmonary venous structure,122972007,anatomical structures
,Structure of vein of lower leg (body structure),Structure of vein of lower leg,1234840008,anatomical structures
,Structure of shaft of bone of forearm (body structure),Structure of shaft of bone of forearm,1237347005,anatomical structures
,Structure of ocular blood vessel (body structure),Ocular blood vessel,123846009,anatomical structures
,Mouth region structure (body structure),Mouth,123851003,anatomical structures
,Little finger structure (body structure),Fifth digit of hand,12406000,anatomical structures
,Structure of ostium of left main coronary artery (body structure),Structure of ostium of left main coronary artery,1256091001,anatomical structures
,Structure of mid-segment of left main coronary artery (body structure),Structure of mid-portion of left main coronary artery,1256092008,anatomical structures
,Structure of distal segment of left main coronary artery (body structure),Structure of distal end of left main coronary artery,1256093003,anatomical structures
,Finger joint structure (body structure),Finger joint structure,125682004,anatomical structures
,Bone structure of tibia (body structure),Bone structure of tibia,12611008,anatomical structures
,Structure of brachiocephalic artery (body structure),Brachiocephalic artery,12691009,anatomical structures
,Membranous labyrinth structure (body structure),Membranous labyrinth,12705002,anatomical structures
,Brain structure (body structure),Brain,12738006,anatomical structures
,Subtalar joint structure (body structure),Articulatio subtalaris,127863007,anatomical structures
